4
3.5
6.5
14.5
4.5
7
5.5
6
10
4.5
11
3.75
6.5
16.5
6
16
5.5
10
3
5.5
13
4
7.5
17
5.5
10
3.5
6.5

3.75
6.5
15
3
5.5
12.5
4.5
8
3.75
5.5
12
3.25
6.5
